Category (L1)	Level 2 (Jobs)	Level 3 (Jobs or Topics)	Level 4 (Jobs or Topics)	Topic (H2)	H3	Full .adoc file path	Is a job?	Navtitle	Jira	Assignee
Discover									https://redhat.atlassian.net/browse/RHIDP-14495	Kalyani
		Install on OpenShift Container Platform using the Helm chart							TRUE	
				Deploy from the web console			FALSE	
				Deploy with the Helm CLI			FALSE	
	Install on managed hyperscaler environments to integrate with cloud resources								FALSE	
		Install on Amazon Elastic Kubernetes Service (EKS) using the Operator							TRUE	
				Install the Operator using OLM to automate deployments			FALSE	
				Provision custom configuration files and secrets to your cluster			FALSE	
				Provision a pull secret to access the container registry			FALSE	
				Apply the custom resource to initialize the platform			FALSE	
				Expose your Operator instance using an Ingress resource			FALSE	
		Deploy on Amazon EKS using the Helm chart							FALSE	
		Install on Google Kubernetes Engine (GKE) using the Operator							TRUE	
				Install the Operator using OLM to automate deployments			FALSE	
				Provision custom configuration files and secrets to your cluster			FALSE	
				Provision a pull secret to access the container registry			FALSE	
				Apply the custom resource to initialize the platform			FALSE	
				Expose your Operator instance using an Ingress resource			FALSE	
		Deploy on GKE using the Helm chart							FALSE	
		Install on Microsoft Azure Kubernetes Service (AKS) using the Operator							TRUE	
				Install the Operator using OLM to automate deployments			FALSE	
				Provision custom configuration files and secrets to your cluster			FALSE	
				Provision a pull secret to access the container registry			FALSE	
				Apply the custom resource to initialize the platform			FALSE	
				Expose your Operator instance using an Ingress resource			FALSE	
		Deploy on AKS using the Helm chart							FALSE	
		Install on OpenShift Dedicated using the Operator							FALSE	
		Deploy on OpenShift Dedicated using the Helm chart							FALSE	
	Install in an air-gapped environment								FALSE	
		Isolated network deployments for air-gapped environments							FALSE	
		Install in an air-gapped environment using the Operator							TRUE	
				Mirror Operator images to deploy in fully disconnected networks			FALSE	
				Mirror Operator images to local registries for partially disconnected networks			FALSE	
		Deploy on OpenShift using Helm in an air-gapped environment							TRUE	
				Mirror Helm images to deploy in fully disconnected OpenShift networks			FALSE	
				Mirror Helm images to local registries for partially disconnected networks			FALSE	
		Deploy on Kubernetes platforms using Helm in air-gapped environments							TRUE	
				Mirror Helm images to deploy in fully disconnected Kubernetes networks			FALSE	
				Mirror Helm images to local registries for partially disconnected Kubernetes networks			FALSE	
Upgrade									https://redhat.atlassian.net/browse/RHIDP-14538	Tim
	Upgrade RHDH to apply the latest features and security patches								FALSE	
		Upgrade the RHDH Operator							TRUE	
				Approve the Operator InstallPlan			FALSE	
		Upgrade the RHDH Helm chart							TRUE	
				Apply the new Helm chart version			FALSE	
				Update custom Helm configurations			FALSE	
		Merge new mandatory default configurations							FALSE	
Migrate									https://redhat.atlassian.net/browse/RHIDP-14540	Tim
	Migrate from a local database to an external PostgreSQL server								FALSE	
		Configure an external PostgreSQL database							FALSE	
		Migrate local databases to an external PostgreSQL server							TRUE	
				Execute the database copy script			FALSE	
				Create destination databases on the external server			FALSE	
Administer									https://redhat.atlassian.net/browse/RHIDP-14680	Gaurav
	Evaluate component compliance using Scorecards								FALSE	
		Supported Scorecard metrics providers							FALSE	
		Set up Scorecards							FALSE	
			Enable Scorecards						FALSE	
			Configure RBAC using the CSV file						FALSE	
			Configure RBAC using the Web UI						FALSE	
		Install and configure Scorecards							FALSE	
			Integrate GitHub health metrics						FALSE	
			Integrate Jira health metrics						FALSE	
		Manage metric thresholds							FALSE	
			Metric categorization criteria						FALSE	
			Threshold expression syntax						FALSE	
			Resolve configuration conflicts using threshold precedence						FALSE	
			Standardize metric thresholds across components						FALSE	
			Component-specific threshold rules						TRUE	
				Annotation structure			FALSE	
				Example			FALSE	
			Logical flow verification						FALSE	
		Monitor component health							FALSE	
	Monitor portfolio health using aggregated Scorecard KPIs								FALSE	
		Monitor collective health							FALSE	
			Monitor portfolio health with aggregated KPIs						FALSE	
		Configure aggregated Scorecard KPIs							FALSE	
			Configure portfolio health						TRUE	
				Configure on a customizable home page			FALSE	
				Configure on a read-only home page			FALSE	
			Schedule metrics						FALSE	
			Adjust metric retention						FALSE	
			Establish ownership in the software catalog						FALSE	
			View aggregated metrics for owned entities						FALSE	
		Identify services impacting team compliance KPIs							FALSE	
			Retrieve metric data using the API						TRUE	
				Required permissions			FALSE	
				API endpoints			FALSE	
				API parameter details			FALSE	
				Troubleshooting API errors			FALSE	
	Analyze platform adoption trends to measure engagement and tool popularity								FALSE	
		Adoption Insights							FALSE	
			Enable the Adoption Insights plugin						FALSE	
			Disable the Adoption Insights plugin						FALSE	
			Customize the Adoption Insights plugin						FALSE	
		Use Adoption Insights							TRUE	
				Set the duration of data metrics			FALSE	
		View the Adoption Insights cards							TRUE	
				View active users			FALSE	
				View total users			FALSE	
				View top catalog entities			FALSE	
				View top templates			FALSE	
				View top TechDocs			FALSE	
				View top plugins			FALSE	
		Display human-readable entity titles							FALSE	
		Change the number of displayed records							FALSE	
		Filter records							FALSE	
		View platform searches							FALSE	
Develop									https://redhat.atlassian.net/browse/RHIDP-14672	Priyanka
	Register and update software components to maintain a unified service inventory								FALSE	
		Manage your software components							TRUE	
			Register new software components						FALSE	
				Generate new components			FALSE	
				Register existing repositories manually			FALSE	
			Update component YAML metadata						FALSE	
			Filter the catalog by entity kind						FALSE	
			Search the catalog using text filters						FALSE	
			Review the raw YAML configuration						FALSE	
			Star frequently used components						FALSE	
	Project standardization with software templates								FALSE	
		Create new Software Templates							FALSE	
		Use sample templates							FALSE	
		Publish template definitions to the catalog							FALSE	
		Extend templates using conditional logic and external fetch capabilities							FALSE	
		Version Software Templates to track template updates and dependencies							TRUE	
				Version Software Templates			FALSE	
				Enable update notifications			FALSE	
		Track component provenance to map dependencies back to source templates							FALSE	
			Configure provenance annotations						FALSE	
			View template dependencies in the catalog						FALSE	
		Automate template lifecycle management							FALSE	
			Enable the scaffolder-relation-processor						FALSE	
			Template sync limitations						FALSE	
		Standardized project generation with software templates							FALSE	
			Run Software Templates from the UI						FALSE	
			Browse available templates						FALSE	
			Import an existing template file using the Catalog Processor						FALSE	
	Automate repository onboarding to the catalog								FALSE	
		Import source code repositories in bulk							FALSE	
			Enable and authorize bulk import plugins						FALSE	
			Select and import GitHub repositories						FALSE	
			Manage imported repositories						FALSE	
			Monitor bulk import operations in audit logs						FALSE	
		Configure bulk import capabilities							FALSE	
			Select and import Git projects						FALSE	
			Review input parameters						FALSE	
			Create custom Scaffolder workflows						FALSE	
			Register repository lists with the orchestrator						TRUE	
				Data handoff and custom workflow design			FALSE	
	Orchestrate infrastructure tasks using workflows								FALSE	
		Orchestrator process automation architecture							TRUE	
				Orchestrator version compatibility matrix			FALSE	
				Operator and orchestrator plugin compatibility matrix			FALSE	
		Build serverless workflows							FALSE	
			Pre-built workflow container image capabilities						TRUE	
				Project structure			FALSE	
				Develop and test serverless workflows locally			FALSE	
			Build workflow container images locally using the build.sh script						TRUE	
				build.sh script configuration and flags			FALSE	
				Supported build environment variables			FALSE	
				Prerequisites			FALSE	
				Build a basic serverless workflow			FALSE	
			Review generated Kubernetes manifests						FALSE	
			Deploy workflow images to an OpenShift cluster						FALSE	
			Workflow design best practices						TRUE	
				Unique workflow ID requirements			FALSE	
		Automate workflow deployments							TRUE	
				Workflow deployment components			FALSE	
			Install Orchestrator Helm charts						TRUE	
				Install the Infra chart			FALSE	
				Enable workflow software templates			FALSE	
			Install Orchestrator in an air-gapped environment						TRUE	
				Install Orchestrator with the Operator			FALSE	
				Install Orchestrator with the Helm chart			FALSE	
			Launch workflow templates						FALSE	
			Apply generated GitOps resources						FALSE	
			Verify your workflow deployment in the UI						FALSE	
			Trigger workflows from event-driven systems						FALSE	
	Write and publish documentation as code to keep knowledge synchronized								FALSE	
		Docs-like-code practices for TechDocs strategies							FALSE	
		Import Markdown documentation							FALSE	
		Filter the TechDocs catalog							FALSE	
		Navigate within TechDocs books							FALSE	
		Edit TechDocs files directly							FALSE	
		Embed video iframes							FALSE	
		Configure TechDocs storage and CI/CD pipelines							FALSE	
			Configure Amazon S3 or OpenShift Data Foundation buckets						TRUE	
				Configure Amazon S3			FALSE	
				Configure OpenShift Data Foundation			FALSE	
					Configure object storage access with Operator		FALSE	
					Configure object storage access with Helm Chart		FALSE	
			Use the techdocs-cli in your CI/CD pipelines						FALSE	
		Automate documentation builds with GitHub Actions							FALSE	
		Install TechDocs add-ons							FALSE	
			Install external or third-party add-ons						TRUE	
				Install with Operator			FALSE	
				Install with Helm Chart			FALSE	
			Disable or remove TechDocs add-ons						TRUE	
				Remove from your Operator			FALSE	
				Remove from your Helm Chart			FALSE	
			Use enabled add-ons						TRUE	
				Configure documentation issue reporting			FALSE	
				Configure documentation text scaling			FALSE	
				Configure image overlay features			FALSE	
		Develop custom TechDocs add-ons as React components							FALSE	
Configure									https://redhat.atlassian.net/browse/RHIDP-14545	Fabrice
	Configure core parameters to meet infrastructure requirements								FALSE	
		Default configurations to establish a deployment foundation							TRUE	
				Default configurations			FALSE	
				Automated Operator features			FALSE	
					Metadata generation		FALSE	
					Many resources		FALSE	
					Default base URLs		FALSE	
				Time syntax			FALSE	
		Provision custom config maps and secrets to define platform behavior							FALSE	
			Provision your custom configuration						FALSE	
			Deploy a custom configuration using an Operator						FALSE	
			Deploy a custom configuration using Helm Chart						FALSE	
		Configure the base URL to route frontend and backend traffic							FALSE	
		Configure backend secrets to secure service-to-service communication							FALSE	
		Inject extra files and variables to secure external service connections							FALSE	
		Configure mount paths to safely attach default secrets and storage							FALSE	
		Mount secrets to specific containers to isolate sensitive data							FALSE	
		Patch deployment resources to customize Operator pod specifications							FALSE	
		Configure TLS connections to encrypt external platform traffic							FALSE	
		Configure corporate proxy settings to enable external network access							TRUE	
				The NO_PROXY exclusion rules			FALSE	
				Configure proxy settings in Operator deployment			FALSE	
				Configure proxy settings in Helm deployment			FALSE	
	Customize the user interface to reflect organizational branding								FALSE	
		Customize the display title							FALSE	
		Customize Learning Paths to integrate tailored e-learning content							TRUE	
				Structured learning paths for developers onboarding			FALSE	
				Customize by using a hosted JSON file			FALSE	
				Customize by using a customization service			FALSE	
				Start and complete lessons			FALSE	
		Configure the global header for consistent top-level navigation							FALSE	
			Add custom branding logos						TRUE	
				Enable logo in the sidebar			FALSE	
			Configure display names						FALSE	
			Define Quicklinks						TRUE	
				Enable Quicklinks and starred items after an upgrade			FALSE	
		Configure floating action buttons for quick access to workflows							TRUE	
				Interface translation options			FALSE	
				Internal translation implementation			FALSE	
		Customize the Quick Start to guide user onboarding							FALSE	
			Configure role-based access control for quick starts						FALSE	
			Customize your quick start						TRUE	
				Disable the quick start			FALSE	
			Explore quick start onboarding steps						FALSE	
			Localize quick start						FALSE	
		Customize the Tech Radar page to visualize technology adoption							TRUE	
				Customize by using a JSON file			FALSE	
				Customize by using a customization service			FALSE	
		Customize themes and branding to align with corporate standards							TRUE	
				Configure the default theme mode			FALSE	
				Configure the branding logo			FALSE	
				Define custom color palettes			FALSE	
				Configure the page theme header			FALSE	
				Customize typography			FALSE	
			Load a custom React theme for advanced UI overrides						FALSE	
			Custom component options						FALSE	
		Customize sidebar navigation and tabs to organize essential tools							FALSE	
			Customize the sidebar menu items						TRUE	
				Localize sidebar menu items			FALSE	
				Configure custom menu items			FALSE	
				Modify or add a custom menu items			FALSE	
			Customize entity tab titles						FALSE	
			Change entity detail tab layouts						FALSE	
		Customize the Home page layout to optimize developer workflows							TRUE	
				Customize Home page dashboard cards			FALSE	
				Set up dynamic homepage layouts			FALSE	
				Configure interface shortcut links			FALSE	
		Configure Quick access cards to surface frequently used links							TRUE	
				Use hosted JSON files to provide data			FALSE	
				Use a dedicated service to provide data			FALSE	
		Customize the Metadata card to display internal build information							FALSE	
	Configure language localization to improve accessibility for global users								FALSE	
		Enable the localization framework							TRUE	
				Override default translations using JSON maps			FALSE	
				Implement localization in custom plugins			FALSE	
				Select a language			FALSE	
		Localization best practices							FALSE	
Secure									https://redhat.atlassian.net/browse/RHIDP-14635	Fabrice
	Configure authentication providers to verify user identities								FALSE	
		Authentication methods and identity provider selection							TRUE	
				User provisioning			FALSE	
				Authentication			FALSE	
		Configure guest access to securely test non-production environments							FALSE	
				Enable the Guest login			FALSE	
				Disable the Guest login			FALSE	
		Share credentials with your identity provider to secure communications							TRUE	
				Share credentials with RHBK			FALSE	
				Share credentials with LDAP			FALSE	
				Share credentials with GitHub			FALSE	
				Share credentials with Microsoft Azure			FALSE	
				Share credentials with GitLab			FALSE	
		Import users and groups to synchronize enterprise directory data							TRUE	
				Import users and groups from RHBK			FALSE	
					Create custom transformers		FALSE	
				Provision users with LDAP			FALSE	
					Create custom transformers		FALSE	
				Import users and groups from GitHub			FALSE	
					Create custom transformers		FALSE	
				Import users and groups from Microsoft Azure			FALSE	
					Create custom transformers		FALSE	
				Import users and groups from GitLab			FALSE	
					Create custom transformers		FALSE	
		Enable authentication to verify identities against enterprise directories							TRUE	
				Enable authentication with RHBK			FALSE	
				Match users by LDAP UUID with RHBK			FALSE	
				Enable authentication with GitHub			FALSE	
				Enable authentication with Microsoft Azure			FALSE	
				Enable authentication with GitLab			FALSE	
		Connect your platform to external identity providers and APIs							FALSE	
			Configure service-to-service authentication to secure API calls						TRUE	
				Use a static token			FALSE	
				Use JSON web key sets (JWKS) tokens			FALSE	
				Set access restrictions to external service tokens			FALSE	
		Configure session expiration and auto-logout policies							TRUE	
				Session management			FALSE	
					What happens when a session expires		FALSE	
					AutoLogout (frontend inactivity)		FALSE	
					Session duration (provider-level)		FALSE	
					Identity Provider session settings		FALSE	
					How the mechanisms interact		FALSE	
				Configure session management			FALSE	
				Enable auto-logout for inactive users			FALSE	
	Define authorization policies to restrict access based on user roles								FALSE	
		Enable the RBAC plugin							FALSE	
		Determine your policy source							FALSE	
		Design policy rules							FALSE	
		Manage roles using the Web UI							TRUE	
				Create a role			FALSE	
				Edit a role			FALSE	
				Delete a role			FALSE	
		Manage policies using the REST API							TRUE	
				Send requests by using the curl utility			FALSE	
				Send requests by using a REST client			FALSE	
				Send requests by using an external service			FALSE	
				Supported REST API endpoints			FALSE	
					Roles		FALSE	
					Permission policies		FALSE	
					Conditional policies		FALSE	
					User statistics		FALSE	
		Define policies in external files to provision permissions during cluster deployment							TRUE	
				Define authorizations by using the Operator			FALSE	
				Define authorizations by using the Helm Chart			FALSE	
				Configure RBAC for Extensions			FALSE	
		Configure guest access							TRUE	
				Configure the RBAC backend plugin			FALSE	
				Set up the guest authentication provider			FALSE	
		Permission policy parameters and definitions							FALSE	
		Define conditional policies							FALSE	
		Download user statistics							FALSE	
		Delegate RBAC management to decentralize administration							FALSE	
			Configure RBAC delegation						TRUE	
				Delegate access using the Web UI			FALSE	
				Delegate access using the API			FALSE	
Observe									https://redhat.atlassian.net/browse/RHIDP-14684	Kalyani
	Monitor system logs and application metrics to ensure platform availability								FALSE	
		Configure log levels							TRUE	
				Set the log level in the Operator			FALSE	
				Set the log level in the Helm chart			FALSE	
		Enable metrics monitoring on OpenShift Container Platform							TRUE	
				Create a ServiceMonitor using the Operator			FALSE	
				Enable the ServiceMonitor using the Helm chart			FALSE	
		Configure AWS monitoring							TRUE	
				Configure annotations for Amazon Prometheus			FALSE	
					Configure annotations with Operator		FALSE	
					Configure annotations with Helm Chart		FALSE	
				Retrieve logs from Amazon CloudWatch			FALSE	
		Configure Azure monitoring							TRUE	
				Enable Azure Monitor metrics			FALSE	
				Configure annotations for AKS monitoring			FALSE	
					Configure annotations with Operator		FALSE	
					Configure annotations with Helm Chart		FALSE	
				View live logs			FALSE	
				View real-time log data in AKS			FALSE	
	Manage telemetry collection to balance data insights with privacy requirements								FALSE	
		Telemetry collection							FALSE	
		Disable telemetry collection							TRUE	
				Disable telemetry using the Operator			FALSE	
				Disable telemetry using the Helm chart			FALSE	
		Enable telemetry collection							TRUE	
				Enable telemetry using the Operator			FALSE	
				Enable telemetry using the Helm chart			FALSE	
		Customize the Segment source							TRUE	
				Override the Segment write key using the Operator			FALSE	
				Override the Segment write key using the Helm chart			FALSE	
	Capture and review audit logs to trace user activities and maintain accountability								FALSE	
		Tracked events in audit logs							FALSE	
		Configure audit logs on OpenShift							FALSE	
		Forward audit logs to Splunk							FALSE	
		View audit logs using the OpenShift console							FALSE	
		Review RBAC audit log events							TRUE	
				Track policy updates using RBAC event types			FALSE	
				RBAC metadata field definitions			FALSE	
				Example			FALSE	
	Centralize workflow observability								FALSE	
		Deploy observability manifests to configure the Jaeger and Loki stacks							FALSE	
			Apply deployment manifests						TRUE	
				Jaeger distributed tracing deployment manifests			FALSE	
				Loki log aggregation deployment manifests			FALSE	
				OpenTelemetry Collector deployment manifest			FALSE	
		Diagnose workflow failures using centralized logging							TRUE	
				Enable JSON logging			FALSE	
				Configure log rotation			FALSE	
				Link logs to traces			FALSE	
				Centralize logs			FALSE	
				Set up automated alerts			FALSE	
				Route alerts to external tools			FALSE	
				Troubleshoot missing logs			FALSE	
				OpenTelemetry configuration properties reference			FALSE	
		Optimize workflow performance							TRUE	
				Collect distributed traces			FALSE	
				Route workflow traces to existing observability tools			FALSE	
				Troubleshoot trace connectivity			FALSE	
		Trace attribute definitions and filtering keys							FALSE	
			Trace parameters for monitoring queries						FALSE	
	Collect diagnostic data to troubleshoot platform issues								FALSE	
		Diagnostic data collection							FALSE	
		Run must-gather on OpenShift to collect diagnostic data							TRUE	
				Run must-gather on Kubernetes			FALSE	
				Collect diagnostic data from air-gapped clusters			FALSE	
		Collect heap dumps to diagnose memory issues							FALSE	
		Diagnostic data types and collection scope							FALSE	
		Configuration options							FALSE	
		Diagnostic data output structure and organization							FALSE	
Integrate									https://redhat.atlassian.net/browse/RHIDP-14642	Priyanka
	Enable AI assistance for developers								FALSE	
		Developer Lightspeed for RHDH architecture							TRUE	
				Lightspeed Core Service and Llama Stack			FALSE	
			Retrieval augmented generation (RAG) embeddings						FALSE	
			Configure the virtual assistant components						FALSE	
			Customize the system prompt and UI options						TRUE	
				Enable user feedback			FALSE	
				Update the system prompt			FALSE	
				Customize the chat history storage			FALSE	
			Mirror Lightspeed images for air-gapped environments						FALSE	
		Build a private knowledge base with Lightspeed Notebooks							FALSE	
			Solve project-specific challenges						FALSE	
		LLM requirements							FALSE	
		Manage user data security							FALSE	
		Configure Model Context Protocol tools to enhance AI interactions with portal data							FALSE	
			Install MCP server and tool plugins						FALSE	
			Configure MCP tokens and endpoints						TRUE	
				Configure MCP clients to access the RHDH server			FALSE	
			Enable Software Catalog MCP tools						TRUE	
				Fetch entities			FALSE	
				Register entities			FALSE	
				Unregister entities			FALSE	
				Retrieve Software Template metadata			FALSE	
			Enable TechDocs MCP tools						TRUE	
				Retrieve TechDocs URLs and metadata			FALSE	
				Measure documentation gaps			FALSE	
				Find a specific TechDoc			FALSE	
			Enable Scaffolder MCP tools						TRUE	
				Automate software resource creation			FALSE	
				Automate Software Templates			FALSE	
		Accelerate AI model discovery by integrating the OpenShift AI Connector							FALSE	
			Configure AI asset mapping						TRUE	
				Model-to-Entity mapping			FALSE	
				Data mapping specifications			FALSE	
			Set up the OpenShift AI Connector						FALSE	
			Populate AI model catalog metadata						TRUE	
				Populate the API Definition tab			FALSE	
	Integrate CI/CD and infrastructure tools to visualize pipelines and workloads								FALSE	
		Track deployment history and rollouts with Argo CD							TRUE	
				Enable the plugin			FALSE	
				Enable Argo CD Rollouts			FALSE	
		Track build artifacts using the JFrog plugin							TRUE	
				Enable the plugin			FALSE	
				Configure the plugin			FALSE	
		Manage identity data by integrating Keycloak							TRUE	
				Enable the plugin			FALSE	
				Configure the plugin			FALSE	
				Keycloak plugin metrics			FALSE	
					Counters		FALSE	
					Labels		FALSE	
					Export metrics		FALSE	
		View build artifacts using Nexus Repository Manager							TRUE	
				Enable the plugin			FALSE	
				Configure the plugin			FALSE	
		Monitor continuous integration pipelines with Tekton							FALSE	
		Visualize Kubernetes workloads and pod health with Topology							TRUE	
				Enable the plugin			FALSE	
				Configure the plugin			FALSE	
					View OpenShift routes		FALSE	
					View pod logs		FALSE	
					View Tekton PipelineRuns		FALSE	
					View virtual machines		FALSE	
					Enable the source code editor		FALSE	
				Manage labels and annotations			FALSE	
					Link to the source code editor		FALSE	
					Add entity annotations and labels		FALSE	
					Namespace annotation		FALSE	
					Add a label selector query annotation		FALSE	
					Display a runtime icon in the topology node		FALSE	
					Group applications		FALSE	
					Node connector		FALSE	
Optimize									https://redhat.atlassian.net/browse/RHIDP-14691	Tim
	Scale system performance for growing traffic								FALSE	
		Plan production scaling using high availability architecture							TRUE	
				Deploy multiple stateless instances			FALSE	
				Implement database HA			FALSE	
				Implement cache HA			FALSE	
		Configure high availability to maintain performance							TRUE	
				Configure with the Operator			FALSE	
				Configure with the Helm chart			FALSE	
		Configure the dynamic plugins cache							FALSE	
			Create a persistent volume claim						TRUE	
				Create PVC with Operator			FALSE	
				Create PVC with Helm Chart			FALSE	
				Resolve plugin configuration errors			FALSE	
		Enable the plugin assets cache							FALSE	
Extend									https://redhat.atlassian.net/browse/RHIDP-14638	Gaurav
	Manage the plugin ecosystem to add functionality without downtime								FALSE	
		Install dynamic plugins							FALSE	
			Install with Operator						TRUE	
				Dynamic plugin dependency requirements and resource specifications			FALSE	
					Cluster level plugin dependencies configuration		FALSE	
					Plugin dependencies infrastructure		FALSE	
					Plugin configuration		FALSE	
			Install with Helm Chart						TRUE	
				Example configurations			FALSE	
			Install in an air-gapped environment						FALSE	
			Mirror dynamic plugins in disconnected environments						TRUE	
				Mirror to a partially disconnected environment			FALSE	
				Mirror to a fully disconnected environment			FALSE	
				Mirror specific plugins			FALSE	
				Mirror plugins from a file			FALSE	
				Combine plugin sources			FALSE	
		Install plugins using custom certificates to secure private registry connections							TRUE	
				Install from secure container registries			FALSE	
				Install using trusted certificate authorities			FALSE	
				Install with cluster-wide trust bundles			FALSE	
		Enable pre-loaded container plugins							FALSE	
		Browse and manage available plugins using the Extensions UI							FALSE	
			Manage plugins						TRUE	
				Control plugin administration access			FALSE	
				Configure persistent storage for plugin installations			FALSE	
				View plugins			FALSE	
				Install and configure portal plugins			FALSE	
				Validate plugin configurations locally			FALSE	
				Enable and disable portal plugins			FALSE	
				Disable the Extensions UI			FALSE	
		Configure core front-end wiring for navigation and UI components							FALSE	
			Requirements and workflows for front-end plugin wiring						TRUE	
				Reasons for requiring front-end plugin wiring			FALSE	
				Consequences of skipping front-end plugin wiring			FALSE	
				Dynamic front-end plugins for application integration			FALSE	
					Example workflow		FALSE	
			Add custom icons to the internal icon catalog						FALSE	
			Define dynamic routes to create plugin pages						FALSE	
			Customize sidebar navigation menus						FALSE	
		Configure route bindings and mount points for component integration							FALSE	
			Bind dynamic plugins to existing routes						FALSE	
			Configure mount points to attach custom UI components						TRUE	
				Customize the entity page			FALSE	
				Add application headers			FALSE	
				Add application listeners			FALSE	
				Add application providers			FALSE	
			Customize and extend catalog entity tabs						FALSE	
			Customize the platform theme using front-end plugins						FALSE	
		Configure specialized front-end extensions for APIs and features							FALSE	
			Configure custom sign-in pages for authentication						FALSE	
			Add custom Scaffolder field extensions						FALSE	
			Configure additional utility APIs						FALSE	
			Add custom authentication provider settings to verify identities						FALSE	
			Configure custom TechDocs add-ons						FALSE	
		Filter plugins by support badges							FALSE	
			Filter plugins by support and maturity						FALSE	
	Develop custom dynamic plugins to support custom workflows								FALSE	
		Prepare your development environment to write custom plugins							TRUE	
				The development toolchain			FALSE	
		Develop and test new plugin components locally							TRUE	
				Determine RHDH version			FALSE	
				Create a new Backstage application			FALSE	
				Create a new plugin			FALSE	
				Implement a plugin component			FALSE	
				Test a plugin locally			FALSE	
				Integrate custom user interface components			FALSE	
		Convert standard plugins into dynamic plugins using the Plugin Factory							TRUE	
				The dynamic plugin factory model			FALSE	
		Package and deploy dynamic plugins as OCI images							FALSE	
			Deploy custom dynamic plugins						FALSE	
		Verify plugins locally							FALSE	
	Manage containerized plugins securely by migrating to OCI artifacts								FALSE	
		Migrate community plugins to the GitHub Container Registry							FALSE	
			Update deployment configurations for OCI registry container images						FALSE	
Troubleshoot									https://redhat.atlassian.net/browse/RHIDP-14693	Priyanka
	Troubleshoot user access and authentication issues to restore user entry								FALSE	
		Troubleshoot authentication issues							TRUE	
				Reduce the size of issued tokens			FALSE	
